NO	X	Y	Year
755	31.8	-14.33333333	2007
756	49.932	-14.321	1974.077957
757	-51.96	-14.28	1937.002688
758	-63.534	-14.23	1961.427419
759	-72.195	-14.223	1936.002688
760	48.96	-14.22	1964.954301
761	-39.047	-14.207	1965.604839
762	31.81666667	-14.18333333	2007
763	-68.718	-14.179	1968.935484
764	-72.328	-14.154	1936.169355
765	-67.909	-14.148	1934.836022
766	-75.71	-14.135	1931.252688
767	-42.088	-14.127	1960.784946
768	-71.68	-14.123	1962.88172
769	-75.744	-14.064	1926.169355
770	-75.775	-13.993	1929.169355
771	33.78845	-13.95073	1950.096774
772	-39.621	-13.935	1952.169355
773	-69.678	-13.927	1941.913978
774	-40.078	-13.859	1964.752688
775	23.21666667	-13.83333333	1954
776	23.21385	-13.83166	1937.107527
777	-41.3	-13.815	1969.376344
778	-65.578	-13.755	1938.002688
779	49.83	-13.74	1963.319892
780	-73.34962	-13.73397	1940.086022
781	-42.359	-13.723	1955.086022
782	-43.579	-13.687	1965.002688
783	33.07434	-13.67534	1950.274194
784	49.5	-13.65	1932.830645
785	-42.744	-13.64	1955.586022
786	-39.214	-13.609	1975.336022
787	-74.198	-13.562	1961.596774
788	23.10905	-13.54813	1937.002688
